space,12_-,1,start
space,12_-,1,coarse-grained.profile.time,8540
space,12_-,1,coarse-grained.profile.size,5036
# /home/sunzzq2/Data/IResearch/Automated_Bug_Isolation/Twopass_heavy/Subjects/space/versions/v12/v12_c.sites
space,12_-,1,coarse-grained.profile.number,136
space,12_-,1,fine-grained.profile.time,73838
space,12_-,1,fine-grained.profile.size,569404
# /home/sunzzq2/Data/IResearch/Automated_Bug_Isolation/Twopass_heavy/Subjects/space/versions/v12/v12_f.sites
space,12_-,1,fine-grained.profile.number,459134
space,12_-,1,fine-grained.preprocess.size,1962212
space,12_-,1,fine-grained.preprocess.time,98821
space,12_-,1,fine-grained.preprocess.number,5186 
space,12_-,1,fine-grained.preprocess.time_p,98565.0
space,12_-,1,fine-grained.mine.size,5884
space,12_-,1,fine-grained.mine.time,116692
space,12_-,1,boost,0.05
space,12_-,1,boost.functions.count,10
space,12_-,1,boost.includes,-sampler-include-method=angclaus -sampler-include-method=angstep -sampler-include-method=extsize -sampler-include-method=grwrite -sampler-include-method=sgrampun -sampler-include-method=sgrphaun -sampler-include-method=sgrrot -sampler-include-method=simpol -sampler-include-method=trigrdef -sampler-include-method=versdef
space,12_-,1,boost.preprocess.size,460892
space,12_-,1,boost.preprocess.time,1552
space,12_-,1,boost.preprocess.number,303 
space,12_-,1,boost.preprocess.time_p,1426.0
space,12_-,1,boost.mine.size,5804
space,12_-,1,boost.mine.time,1745
space,12_-,1,theta,0.098959
space,12_-,1,prune.functions.count,69
space,12_-,1,prune.includes,-sampler-include-method=Get1Real -sampler-include-method=GetInt -sampler-include-method=GetKeyword -sampler-include-method=GetReal -sampler-include-method=GetUName -sampler-include-method=InKWords -sampler-include-method=InUNames -sampler-include-method=InserUN -sampler-include-method=TapeGet -sampler-include-method=adddef -sampler-include-method=addscan -sampler-include-method=adremdef -sampler-include-method=ampunit -sampler-include-method=ampval -sampler-include-method=angclaus -sampler-include-method=angstep -sampler-include-method=angunit -sampler-include-method=angval -sampler-include-method=circspec -sampler-include-method=doubstep -sampler-include-method=elemdef -sampler-include-method=emsginit -sampler-include-method=extsize -sampler-include-method=fixgramp -sampler-include-method=fixgrpha -sampler-include-method=fixport -sampler-include-method=fixselem -sampler-include-method=fixsgrel -sampler-include-method=fixsgrid -sampler-include-method=floatsup -sampler-include-method=geomspec -sampler-include-method=grampexc -sampler-include-method=greldef -sampler-include-method=grexcdef -sampler-include-method=grgeodef -sampler-include-method=griddef1 -sampler-include-method=groupdef -sampler-include-method=grphaexc -sampler-include-method=grwrite -sampler-include-method=hexgrdef -sampler-include-method=isletter -sampler-include-method=kwdsinit -sampler-include-method=lenunit -sampler-include-method=main -sampler-include-method=moseinit -sampler-include-method=nodecoor -sampler-include-method=nodedef -sampler-include-method=nomefile -sampler-include-method=polspec -sampler-include-method=portspec -sampler-include-method=prnfile -sampler-include-method=readfil3 -sampler-include-method=recgrdef -sampler-include-method=recspec -sampler-include-method=remdef -sampler-include-method=sgrampun -sampler-include-method=sgrphaun -sampler-include-method=sgrrot -sampler-include-method=simamp -sampler-include-method=simgroup -sampler-include-method=simpha -sampler-include-method=simpol -sampler-include-method=sinelem -sampler-include-method=squgrdef -sampler-include-method=trigrdef -sampler-include-method=unaminit -sampler-include-method=unifamp -sampler-include-method=unifpha -sampler-include-method=versdef
space,12_-,1,prune.preprocess.size,1758968
space,12_-,1,prune.preprocess.time,64727
space,12_-,1,prune.preprocess.number,4278 
space,12_-,1,prune.preprocess.time_p,64257.00000000001
space,12_-,1,prune.mine.size,5784
space,12_-,1,prune.mine.time,78325
space,12_-,1,boost.profile.time,9190
space,12_-,1,boost.profile.size,10028
# /home/sunzzq2/Data/IResearch/Automated_Bug_Isolation/Twopass_heavy/Subjects/space/versions/v12/v12_b.sites
space,12_-,1,boost.profile.number,5372
space,12_-,1,prune-minus-boost.profile.time,39998
space,12_-,1,prune-minus-boost.profile.size,244516
# /home/sunzzq2/Data/IResearch/Automated_Bug_Isolation/Twopass_heavy/Subjects/space/versions/v12/v12_pmb.sites
space,12_-,1,prune-minus-boost.profile.number,192652
space,12_-,1,end
